#{"t_start": 1747784424.7771115, "env_id": "None"}
r,l,t
-514218.923708,150,15520.238643
-514901.440095,150,15528.358265
-512867.518526,150,15538.458044
-515547.918021,150,15546.210811
-512653.099093,150,15554.003149
-509959.919664,150,15563.888169
-512519.033509,150,15571.333368
-512387.897663,150,15579.717125
-513051.253451,150,15587.764123
-511596.678031,150,15595.324371
-511603.539472,150,15602.851014
-513430.246839,150,15612.959825
-519425.497065,150,15620.852019
-512201.680168,150,15631.169961
-508775.246838,150,15639.245312
-507207.297545,150,15647.667044
-509413.235997,150,15655.802999
-512881.920481,150,15665.673285
-510266.949602,150,15673.640435
-512762.615421,150,15681.890046
-511037.460207,150,15689.709331
-513224.760619,150,15697.820426
-509357.921595,150,15707.77815
-511340.646553,150,15716.144787
-515968.265207,150,15723.728467
-510508.380954,150,15731.451673
-510925.800312,150,15741.58846
-511289.438352,150,15749.669207
-515089.719863,150,15757.305923
-510941.87272,150,15765.089424
-511577.074539,150,15773.114393
-513408.412158,150,15781.300475
-511729.711572,150,15789.288874
-512193.982943,150,15797.646089
-511069.145238,150,15805.699746
-511322.629089,150,15813.15866
-510968.325185,150,15820.771132
-511591.779031,150,15828.619902
-510861.148038,150,15836.414808
-512618.720678,150,15844.016104
-512952.250819,150,15854.159962
-507325.985648,150,15862.244731
-511663.223744,150,15869.648481
-508618.139598,150,15877.28159
-512222.567221,150,15885.576969
-521657.854807,150,15896.123229
-508447.280331,150,15904.092836
-510144.891489,150,15911.883575
-512652.679159,150,15919.669926
-509073.879206,150,15927.1901
-511061.864465,150,15935.003471
-511299.020343,150,15942.860152
-513002.404793,150,15950.701676
-515017.688464,150,15958.90043
-512398.832654,150,15967.360417
-508299.117619,150,15975.520871
-511481.142362,150,15983.466747
-512624.497228,150,15991.379498
-513106.989322,150,15999.152053
-510511.59637,150,16007.220663
-511115.092304,150,16015.082057
-513325.155454,150,16023.632624
-512053.789049,150,16031.794067
-509619.207103,150,16039.846904
-515871.007466,150,16048.324647
-515351.952934,150,16056.47363
-509908.946252,150,16064.522331
-509145.521105,150,16072.368626
-514516.000962,150,16080.457122
-510817.582777,150,16090.318872
-512698.257503,150,16100.621233
-510917.572408,150,16108.489794
-514276.053784,150,16116.954452
-511765.991083,150,16124.87577
-514430.782766,150,16132.709534
-515036.130438,150,16141.115814
-515631.531667,150,16149.12022
-514204.470915,150,16157.243406
-508494.378965,150,16165.344853
-507856.616918,150,16175.267715
-508886.316243,150,16185.456971
-510229.442667,150,16193.290925
-513045.443079,150,16200.84178
-513395.522486,150,16209.913634
-513630.005703,150,16220.082675
-508618.781564,150,16227.794365
